Galaxy,Source No.,RA,Dec
,8141,13 25 38.91,-43 02 20.49
,8142,13 25 38.93,-43 05 23.58
,8143,13 25 38.96,-43 04 00.13
,8144,13 25 38.96,-43 04 20.29
,8145,13 25 38.98,-43 05 24.63
,8146,13 25 39.02,-42 59 29.81
,8147,13 25 39.02,-43 03 23.17
,8148,13 25 39.04,-43 05 26.01
,8149,13 25 39.05,-43 04 22.15
,8150,13 25 39.08,-42 56 53.55
,8151,13 25 39.09,-42 59 59.56
,8152,13 25 39.12,-43 04 23.27
,8153,13 25 39.14,-43 05 28.19
,8154,13 25 39.14,-43 09 58.95
,8155,13 25 39.18,-43 04 03.87
,8156,13 25 39.19,-43 03 25.11
,8157,13 25 39.19,-43 03 31.44
,8158,13 25 39.24,-43 05 30.46
,8159,13 25 39.25,-43 06 44.09
,8160,13 25 39.27,-43 04 17.80
,8161,13 25 39.28,-43 04 05.29
,8162,13 25 39.28,-43 04 25.65
,8163,13 25 39.33,-43 03 26.94
,8164,13 25 39.33,-43 05 32.43
,8165,13 25 39.36,-42 55 46.35
,8166,13 25 39.37,-43 05 33.54
,8167,13 25 39.42,-43 03 28.04
,8168,13 25 39.43,-43 04 28.57
,8169,13 25 39.43,-43 05 34.48
,8170,13 25 39.45,-43 00 15.61
,8171,13 25 39.46,-43 03 34.93
,8172,13 25 39.46,-43 04 07.99
,8173,13 25 39.47,-43 04 20.63
,8174,13 25 39.48,-43 05 36.03
,8175,13 25 39.56,-43 04 30.93
,8176,13 25 39.56,-43 05 37.44
,8177,13 25 39.58,-43 01 22.38
,8178,13 25 39.58,-43 03 29.61
,8179,13 25 39.61,-43 05 38.82
,8180,13 25 39.69,-43 03 30.99
,8181,13 25 39.69,-43 03 37.79
,8182,13 25 39.69,-43 05 39.90
,8183,13 25 39.74,-43 04 25.27
,8184,13 25 39.74,-43 05 41.85
,8185,13 25 39.75,-43 04 33.96
,8186,13 25 39.77,-43 04 12.41
,8187,13 25 39.81,-43 03 32.07
,8188,13 25 39.82,-43 03 38.92
,8189,13 25 39.87,-43 04 14.25
,8190,13 25 39.87,-43 05 44.84
,8191,13 25 39.88,-43 07 57.96
,8192,13 25 39.90,-43 05 01.70
,8193,13 25 39.91,-43 04 36.43
,8194,13 25 39.92,-43 00 13.65
,8195,13 25 39.97,-43 03 34.40
,8196,13 25 40.01,-43 05 47.76
,8197,13 25 40.05,-43 03 41.69
,8198,13 25 40.05,-43 04 38.88
,8199,13 25 40.07,-42 58 41.55
,8200,13 25 40.08,-43 05 49.14
,8201,13 25 40.14,-43 03 36.44
,8202,13 25 40.15,-43 05 50.65
,8203,13 25 40.18,-43 01 24.96
,8204,13 25 40.23,-43 05 52.63
,8205,13 25 40.28,-43 03 44.83
,8206,13 25 40.30,-43 04 07.81
,8207,13 25 40.31,-43 04 43.35
,8208,13 25 40.32,-43 05 55.10
,8209,13 25 40.33,-43 04 21.12
,8210,13 25 40.39,-43 03 39.25
,8211,13 25 40.40,-43 05 56.64
,8212,13 25 40.41,-43 03 46.69
,8213,13 25 40.41,-43 04 44.87
,8214,13 25 40.44,-43 02 51.53
,8215,13 25 40.45,-43 04 46.27
,8216,13 25 40.50,-43 08 20.07
,8217,13 25 40.53,-43 00 10.75
,8218,13 25 40.53,-43 03 40.82
,8219,13 25 40.54,-43 04 47.28
,8220,13 25 40.55,-43 01 14.71
,8221,13 25 40.59,-43 06 00.60
,8222,13 25 40.63,-43 04 48.69
,8223,13 25 40.64,-43 03 49.21
,8224,13 25 40.71,-43 06 03.12
,8225,13 25 40.76,-43 04 50.74
,8226,13 25 40.80,-43 02 46.60
,8227,13 25 40.80,-43 03 44.24
,8228,13 25 40.80,-43 04 28.06
,8229,13 25 40.85,-43 06 06.51
,8230,13 25 40.87,-43 04 52.64
,8231,13 25 40.90,-43 04 29.84
,8232,13 25 40.95,-43 00 37.90
,8233,13 25 40.95,-43 04 54.11
,8234,13 25 40.97,-43 03 53.23
,8235,13 25 40.99,-43 00 09.24
,8236,13 25 41.03,-43 01 26.01
,8237,13 25 41.03,-43 04 55.54
,8238,13 25 41.08,-43 06 11.72
,8239,13 25 41.12,-43 03 54.98
,8240,13 25 41.12,-43 04 57.14
,8241,13 25 41.14,-43 06 13.22
,8242,13 25 41.17,-43 04 33.88
,8243,13 25 41.19,-42 59 25.54
,8244,13 25 41.19,-43 03 48.43
,8245,13 25 41.23,-43 06 14.84
,8246,13 25 41.27,-43 03 57.02
,8247,13 25 41.27,-43 04 59.58
,8248,13 25 41.31,-43 06 16.79
,8249,13 25 41.35,-43 03 50.45
,8250,13 25 41.39,-43 05 01.49
,8251,13 25 41.49,-42 51 35.50
,8252,13 25 41.49,-43 05 03.42
,8253,13 25 41.49,-43 06 20.82
,8254,13 25 41.50,-42 59 18.62
,8255,13 25 41.52,-43 04 00.19
,8256,13 25 41.54,-43 00 06.19
,8257,13 25 41.58,-43 06 23.19
,8258,13 25 41.62,-43 05 05.44
,8259,13 25 41.66,-43 03 54.11
,8260,13 25 41.66,-43 04 41.23
,8261,13 25 41.67,-43 06 24.66
,8262,13 25 41.68,-42 59 44.57
,8263,13 25 41.70,-43 05 06.77
,8264,13 25 41.80,-43 03 55.89
,8265,13 25 41.80,-43 04 03.24
,8266,13 25 41.80,-43 05 08.41
,8267,13 25 41.82,-43 06 28.20
,8268,13 25 41.93,-43 01 41.32
,8269,13 25 41.94,-43 05 10.84
,8270,13 25 41.97,-43 04 05.44
,8271,13 25 41.97,-43 04 45.77
,8272,13 25 42.01,-43 06 32.18
,8273,13 25 42.02,-43 05 12.37
,8274,13 25 42.03,-43 10 40.64
,8275,13 25 42.06,-43 00 04.13
,8276,13 25 42.06,-43 06 33.99
,8277,13 25 42.07,-43 03 19.71
,8278,13 25 42.08,-43 03 59.45
,8279,13 25 42.08,-43 04 20.06
,8280,13 25 42.09,-43 04 47.49
,8281,13 25 42.12,-43 04 07.18
,8282,13 25 42.13,-43 06 35.39
,8283,13 25 42.15,-43 05 14.35
,8284,13 25 42.25,-42 59 17.00
,8285,13 25 42.25,-43 05 15.78
,8286,13 25 42.25,-43 06 37.92
,8287,13 25 42.32,-43 04 10.01
,8288,13 25 42.35,-43 05 17.76
,8289,13 25 42.37,-43 04 51.85
,8290,13 25 42.42,-43 06 41.93
,8291,13 25 42.45,-43 04 03.51
,8292,13 25 42.46,-42 59 02.42
,8293,13 25 42.48,-43 05 20.15
,8294,13 25 42.49,-43 04 12.14
,8295,13 25 42.50,-42 59 39.26
,8296,13 25 42.54,-42 56 37.45
,8297,13 25 42.54,-43 06 44.08
,8298,13 25 42.56,-42 59 26.83
,8299,13 25 42.57,-43 05 21.62
,8300,13 25 42.59,-43 04 55.11
,8301,13 25 42.62,-43 00 01.70
,8302,13 25 42.62,-43 06 46.33
,8303,13 25 42.69,-43 05 23.60
,8304,13 25 42.71,-43 06 48.60
,8305,13 25 42.73,-43 01 27.30
,8306,13 25 42.77,-42 59 43.67
,8307,13 25 42.80,-42 59 11.65
,8308,13 25 42.80,-43 04 58.66
,8309,13 25 42.84,-43 05 26.15
,8310,13 25 42.93,-43 06 53.44
,8311,13 25 42.94,-42 59 36.54
,8312,13 25 43.02,-43 05 29.10
,8313,13 25 43.04,-43 00 00.06
,8314,13 25 43.05,-43 06 55.29
,8315,13 25 43.06,-43 05 02.49
,8316,13 25 43.18,-43 04 12.23
,8317,13 25 43.19,-43 06 59.07
,8318,13 25 43.21,-43 05 32.44
,8319,13 25 43.22,-42 58 37.32
,8320,13 25 43.27,-43 05 05.33
,8321,13 25 43.30,-43 07 01.64
,8322,13 25 43.37,-42 59 33.81
,8323,13 25 43.38,-43 05 35.03
,8324,13 25 43.39,-43 04 14.74
,8325,13 25 43.45,-43 04 56.38
,8326,13 25 43.49,-43 05 36.91
,8327,13 25 43.49,-43 07 05.70
,8328,13 25 43.61,-43 05 10.79
,8329,13 25 43.64,-43 05 39.42
,8330,13 25 43.65,-43 04 17.80
,8331,13 25 43.74,-43 01 28.66
,8332,13 25 43.74,-43 05 41.28
,8333,13 25 43.74,-43 07 11.43
,8334,13 25 43.82,-42 59 55.66
,8335,13 25 43.84,-43 07 13.73
,8336,13 25 43.86,-43 05 14.28
,8337,13 25 43.95,-43 04 21.56
,8338,13 25 43.96,-43 05 44.71
,8339,13 25 43.96,-43 07 15.97
,8340,13 25 43.98,-42 59 30.68
,8341,13 25 44.00,-43 06 09.97
,8342,13 25 44.04,-43 05 46.31
,8343,13 25 44.12,-43 05 18.17
,8344,13 25 44.15,-43 07 20.91
,8345,13 25 44.17,-43 05 48.22
,8346,13 25 44.18,-42 51 40.52
,8347,13 25 44.23,-43 08 04.62
,8348,13 25 44.28,-43 07 23.65
,8349,13 25 44.31,-43 05 50.83
,8350,13 25 44.35,-43 07 25.95
,8351,13 25 44.36,-42 59 28.32
,8352,13 25 44.47,-43 05 53.18
,8353,13 25 44.48,-42 59 53.85
,8354,13 25 44.49,-43 05 24.10
,8355,13 25 44.51,-43 07 29.21
,8356,13 25 44.57,-43 05 55.24
,8357,13 25 44.64,-43 04 29.41
,8358,13 25 44.69,-43 05 57.26
,8359,13 25 44.80,-43 05 29.01
,8360,13 25 44.86,-43 05 59.95
,8361,13 25 44.89,-43 07 38.26
,8362,13 25 44.93,-43 06 01.26
,8363,13 25 44.97,-42 59 50.55
,8364,13 25 45.04,-43 04 48.66
,8365,13 25 45.04,-43 06 02.94
,8366,13 25 45.06,-43 07 41.39
,8367,13 25 45.09,-42 59 23.88
,8368,13 25 45.13,-42 59 51.42
,8369,13 25 45.14,-43 09 05.50
,8370,13 25 45.15,-43 04 35.51
,8371,13 25 45.16,-42 56 03.61
,8372,13 25 45.17,-43 06 05.35
,8373,13 25 45.25,-43 05 35.24
,8374,13 25 45.29,-43 07 46.66
,8375,13 25 45.32,-43 06 07.89
,8376,13 25 45.36,-42 54 50.59
,8377,13 25 45.36,-42 55 30.14
,8378,13 25 45.47,-42 58 15.77
,8379,13 25 45.48,-43 06 10.48
,8380,13 25 45.50,-43 07 51.17
,8381,13 25 45.57,-42 59 21.39
,8382,13 25 45.61,-43 05 40.82
,8383,13 25 45.62,-43 07 54.12
,8384,13 25 45.64,-42 59 49.56
,8385,13 25 45.65,-43 01 15.27
,8386,13 25 45.65,-43 01 31.43
,8387,13 25 45.66,-43 06 13.35
,8388,13 25 45.76,-43 04 42.48
,8389,13 25 45.77,-42 59 19.92
,8390,13 25 45.85,-43 06 16.81
,8391,13 25 45.89,-43 05 45.05
,8392,13 25 45.92,-43 08 00.26
,8393,13 25 46.00,-43 11 01.17
,8394,13 25 46.02,-43 06 19.71
,8395,13 25 46.06,-42 55 10.58
,8396,13 25 46.07,-42 49 14.55
,8397,13 25 46.08,-43 06 21.17
,8398,13 25 46.12,-43 08 04.60
,8399,13 25 46.22,-43 04 48.06
,8400,13 25 46.22,-43 06 23.48
,8401,13 25 46.25,-42 59 45.03
,8402,13 25 46.27,-42 59 16.98
,8403,13 25 46.32,-43 08 09.30
,8404,13 25 46.35,-43 03 10.00
,8405,13 25 46.39,-43 05 52.67
,8406,13 25 46.39,-43 06 25.67
,8407,13 25 46.53,-43 09 37.17
,8408,13 25 46.55,-43 00 35.74
,8409,13 25 46.57,-43 04 52.18
,8410,13 25 46.58,-42 57 02.83
,8411,13 25 46.60,-43 08 15.28
,8412,13 25 46.62,-43 06 29.03
,8413,13 25 46.68,-42 59 43.17
,8414,13 25 46.69,-42 53 39.51
,8415,13 25 46.72,-42 57 52.08
,8416,13 25 46.81,-43 05 59.32
,8417,13 25 46.84,-42 59 13.19
,8418,13 25 46.86,-42 59 42.84
,8419,13 25 46.89,-43 07 11.01
,8420,13 25 46.97,-43 06 35.87
,8421,13 25 46.98,-43 04 57.12
,8422,13 25 47.10,-43 08 27.35
,8423,13 25 47.13,-42 59 11.37
,8424,13 25 47.13,-43 06 38.48
,8425,13 25 47.15,-43 02 43.17
,8426,13 25 47.16,-42 59 41.16
,8427,13 25 47.21,-42 58 25.31
,8428,13 25 47.21,-43 04 59.60
,8429,13 25 47.30,-43 06 41.04
,8430,13 25 47.30,-43 08 31.50
,8431,13 25 47.31,-42 56 47.59
,8432,13 25 47.43,-43 08 34.53
,8433,13 25 47.51,-43 06 09.68
,8434,13 25 47.51,-43 06 44.91
,8435,13 25 47.57,-42 59 03.16
,8436,13 25 47.57,-43 08 37.58
,8437,13 25 47.69,-43 06 47.78
,8438,13 25 47.72,-42 51 27.73
,8439,13 25 47.74,-42 59 08.08
,8440,13 25 47.74,-43 05 05.83
,8441,13 25 47.75,-43 08 41.47
,8442,13 25 47.88,-43 06 50.84
,8443,13 25 47.94,-42 59 37.32
,8444,13 25 48.05,-43 08 48.55
,8445,13 25 48.06,-43 06 53.81
,8446,13 25 48.09,-43 06 18.44
,8447,13 25 48.14,-43 06 55.92
,8448,13 25 48.27,-43 05 11.82
,8449,13 25 48.32,-43 06 21.32
,8450,13 25 48.33,-43 08 54.47
,8451,13 25 48.37,-42 59 36.86
,8452,13 25 48.40,-43 06 59.10
,8453,13 25 48.42,-42 59 03.70
,8454,13 25 48.50,-43 07 01.41
,8455,13 25 48.52,-42 57 41.63
,8456,13 25 48.54,-43 03 23.36
,8457,13 25 48.56,-42 59 35.46
,8458,13 25 48.59,-42 51 55.49
,8459,13 25 48.67,-43 05 16.90
,8460,13 25 48.68,-43 06 27.32
,8461,13 25 48.72,-42 55 30.23
,8462,13 25 48.72,-43 07 05.49
,8463,13 25 48.88,-42 59 01.16
,8464,13 25 48.91,-43 07 08.18
,8465,13 25 49.04,-43 05 21.06
,8466,13 25 49.06,-43 07 10.94
,8467,13 25 49.11,-42 58 59.47
,8468,13 25 49.13,-43 09 11.10
,8469,13 25 49.17,-43 06 34.77
,8470,13 25 49.24,-42 52 39.58
,8471,13 25 49.26,-43 04 48.09
,8472,13 25 49.37,-42 59 32.25
,8473,13 25 49.37,-43 09 17.25
,8474,13 25 49.45,-43 07 17.22
,8475,13 25 49.48,-42 58 57.74
,8476,13 25 49.57,-43 06 40.49
,8477,13 25 49.65,-43 06 26.48
,8478,13 25 49.75,-43 06 44.11
,8479,13 25 49.82,-42 51 16.79
,8480,13 25 49.83,-43 04 30.50
,8481,13 25 49.85,-43 07 24.00
,8482,13 25 49.94,-42 59 28.69
,8483,13 25 49.94,-43 06 46.10
,8484,13 25 50.04,-43 05 33.37
,8485,13 25 50.17,-43 07 30.03
,8486,13 25 50.24,-42 54 39.10
,8487,13 25 50.30,-42 58 52.64
,8488,13 25 50.40,-43 09 41.06
,8489,13 25 50.41,-43 07 35.23
,8490,13 25 50.42,-42 59 26.50
,8491,13 25 50.42,-43 06 53.17
,8492,13 25 50.66,-43 07 37.83
,8493,13 25 50.68,-42 58 50.63
,8494,13 25 50.88,-43 09 53.04
,8495,13 25 50.89,-42 59 24.79
,8496,13 25 51.02,-43 07 44.15
,8497,13 25 51.06,-43 01 18.46
,8498,13 25 51.24,-43 05 47.19
,8499,13 25 51.30,-42 58 46.27
,8500,13 25 51.31,-43 07 07.26
,8501,13 25 51.47,-42 59 23.33
,8502,13 25 51.50,-43 10 04.88
,8503,13 25 51.68,-43 07 55.02
,8504,13 25 51.70,-43 10 09.53
,8505,13 25 51.77,-42 59 21.76
,8506,13 25 51.83,-42 58 43.15
,8507,13 25 51.86,-43 07 15.20
,8508,13 25 51.89,-42 57 11.45
,8509,13 25 52.05,-42 59 19.26
,8510,13 25 52.12,-43 08 02.67
,8511,13 25 52.15,-42 58 41.64
,8512,13 25 52.20,-43 05 57.93
,8513,13 25 52.34,-43 08 06.17
,8514,13 25 52.63,-42 58 38.14
,8515,13 25 52.67,-43 08 11.49
,8516,13 25 52.71,-43 07 28.04
,8517,13 25 52.75,-43 06 04.61
,8518,13 25 52.76,-43 05 46.47
,8519,13 25 53.03,-43 10 39.91
,8520,13 25 53.08,-43 08 18.68
,8521,13 25 53.22,-43 08 21.28
,8522,13 25 53.31,-42 58 34.70
,8523,13 25 53.31,-43 10 46.43
,8524,13 25 53.36,-42 58 06.95
,8525,13 25 53.48,-43 06 13.14
,8526,13 25 53.55,-43 01 34.36
,8527,13 25 53.65,-43 10 52.99
,8528,13 25 53.71,-43 11 54.87
,8529,13 25 53.79,-43 06 17.07
,8530,13 25 53.82,-43 08 31.06
,8531,13 25 53.92,-42 58 30.79
,8532,13 25 54.02,-43 08 34.64
,8533,13 25 54.06,-43 07 48.11
,8534,13 25 54.11,-42 58 29.67
,8535,13 25 54.12,-43 11 03.55
,8536,13 25 54.26,-43 06 22.67
,8537,13 25 54.38,-42 58 27.88
,8538,13 25 54.45,-42 54 36.01
,8539,13 25 54.58,-42 59 25.37
,8540,13 25 54.60,-42 58 26.69
,8541,13 25 54.65,-42 57 19.63
,8542,13 25 54.76,-43 07 58.14
,8543,13 25 54.87,-42 58 25.03
,8544,13 25 54.98,-43 08 50.30
,8545,13 25 55.02,-42 54 18.84
,8546,13 25 55.13,-43 01 18.02
,8547,13 25 55.18,-43 06 33.02
,8548,13 25 55.51,-43 08 59.86
,8549,13 25 55.55,-42 58 20.90
,8550,13 25 55.56,-43 10 22.94
,8551,13 25 56.04,-43 08 18.16
,8552,13 25 56.09,-42 58 17.68
,8553,13 25 56.26,-43 06 45.96
,8554,13 25 56.54,-42 58 14.70
,8555,13 25 56.59,-42 55 28.13
,8556,13 25 56.62,-43 02 01.35
,8557,13 25 56.86,-43 00 44.47
,8558,13 25 56.88,-43 09 22.59
,8559,13 25 57.08,-42 58 24.11
,8560,13 25 57.10,-42 58 11.63
,8561,13 25 57.16,-43 02 06.89
,8562,13 25 57.29,-43 08 37.70
,8563,13 25 57.29,-43 09 29.32
,8564,13 25 57.34,-43 04 50.14
,8565,13 25 57.37,-42 55 31.60
,8566,13 25 57.37,-42 58 15.04
,8567,13 25 57.38,-42 58 09.91
,8568,13 25 57.39,-42 53 41.36
,8569,13 25 57.57,-43 06 59.35
,8570,13 25 57.67,-42 58 08.23
,8571,13 25 57.75,-43 09 37.35
,8572,13 25 57.80,-43 08 44.36
,8573,13 25 57.82,-42 57 01.62
,8574,13 25 58.14,-42 57 04.08
,8575,13 25 58.38,-42 58 03.70
,8576,13 25 58.57,-43 08 05.27
,8577,13 25 58.68,-42 58 01.81
,8578,13 25 58.72,-43 04 30.44
,8579,13 25 59.01,-42 58 00.19
,8580,13 25 59.43,-42 57 57.77
,8581,13 25 59.71,-43 04 25.83
,8582,13 25 59.79,-42 57 55.28
,8583,13 26 00.07,-42 57 53.42
,8584,13 26 00.20,-43 07 27.23
,8585,13 26 00.41,-43 13 31.03
,8586,13 26 00.80,-43 09 39.97
,8587,13 26 00.88,-42 57 48.23
,8588,13 26 00.92,-42 43 44.95
,8589,13 26 01.11,-43 10 35.37
,8590,13 26 01.30,-43 05 28.32
,8591,13 26 01.41,-42 50 27.02
,8592,13 26 01.52,-43 00 43.33
,8593,13 26 02.04,-43 07 53.89
,8594,13 26 03.56,-43 08 12.84
,8595,13 26 03.86,-43 11 04.92
,8596,13 26 04.33,-43 10 22.65
,8597,13 26 04.38,-42 56 28.86
,8598,13 26 04.41,-42 47 02.92
,8599,13 26 05.37,-42 58 53.35
,8600,13 26 05.42,-42 56 32.23
,8601,13 26 05.87,-42 55 27.27
,8602,13 26 06.28,-43 01 12.82
,8603,13 26 07.00,-42 55 32.91
,8604,13 26 07.39,-43 00 56.02
,8605,13 26 07.98,-42 58 22.32
,8606,13 26 08.10,-43 12 31.43
,8607,13 26 08.13,-43 00 49.16
,8608,13 26 08.89,-42 46 35.24
,8609,13 26 10.01,-42 49 41.76
,8610,13 26 10.12,-43 07 01.19
,8611,13 26 10.48,-42 53 43.12
,8612,13 26 10.91,-43 19 15.06
,8613,13 26 10.93,-43 00 23.25
,8614,13 26 11.16,-43 00 29.23
,8615,13 26 11.64,-42 56 16.87
,8616,13 26 11.87,-43 02 43.18
,8617,13 26 12.05,-43 10 47.91
,8618,13 26 12.10,-43 03 21.49
,8619,13 26 12.56,-42 58 06.34
,8620,13 26 13.15,-42 56 31.29
,8621,13 26 13.43,-42 52 07.42
,8622,13 26 14.09,-43 02 06.74
,8623,13 26 14.56,-42 59 56.80
,8624,13 26 15.39,-42 46 56.33
,8625,13 26 15.80,-42 55 13.73
,8626,13 26 15.86,-42 58 46.13
,8627,13 26 16.17,-43 05 48.24
,8628,13 26 16.23,-42 46 54.66
,8629,13 26 16.39,-43 20 50.22
,8630,13 26 16.41,-43 05 38.49
,8631,13 26 16.45,-42 52 33.22
,8632,13 26 16.90,-43 02 59.96
,8633,13 26 16.93,-43 23 54.54
,8634,13 26 17.45,-43 08 50.70
,8635,13 26 17.78,-43 06 31.00
,8636,13 26 19.04,-43 01 06.95
,8637,13 26 19.60,-43 03 17.81
,8638,13 26 19.79,-43 15 48.38
,8639,13 26 19.92,-43 05 12.79
,8640,13 26 20.37,-42 59 45.69
,8641,13 26 20.56,-42 53 21.89
,8642,13 26 21.46,-43 11 41.93
,8643,13 26 21.92,-42 55 56.82
,8644,13 26 22.31,-43 09 18.60
,8645,13 26 22.32,-42 59 34.82
,8646,13 26 23.37,-43 00 21.32
,8647,13 26 23.65,-43 22 25.80
,8648,13 26 24.20,-42 58 28.75
,8649,13 26 24.40,-43 22 16.01
,8650,13 26 24.79,-43 22 29.49
,8651,13 26 25.72,-43 02 53.34
,8652,13 26 26.00,-43 11 22.54
,8653,13 26 26.12,-43 00 37.77
,8654,13 26 26.48,-43 22 55.73
,8655,13 26 26.70,-42 57 21.82
,8656,13 26 26.74,-43 22 04.07
,8657,13 26 28.90,-43 21 47.77
,8658,13 26 29.00,-42 56 01.92
,8659,13 26 30.07,-42 56 31.89
,8660,13 26 30.80,-43 13 30.92
,8661,13 26 31.20,-43 23 08.87
,8662,13 26 33.99,-43 08 18.11
,8663,13 26 34.35,-43 21 02.00
,8664,13 26 36.50,-43 01 56.01
,8665,13 26 38.72,-43 08 22.05
,8666,13 26 38.84,-43 15 14.09
,8667,13 26 39.23,-43 21 11.08
,8668,13 26 40.78,-43 20 01.09
,8669,13 26 41.04,-42 58 06.72
,8670,13 26 41.29,-43 21 47.74
,8671,13 26 41.45,-43 20 00.58
,8672,13 26 42.32,-42 59 28.66
,8673,13 26 43.01,-43 15 38.78
,8674,13 26 44.24,-43 19 32.92
,8675,13 26 45.26,-43 00 43.26
,8676,13 26 48.87,-43 23 54.63
,8677,13 26 50.30,-43 16 05.54
,8678,13 26 50.67,-43 18 40.50
,8679,13 26 51.49,-43 23 01.71
,8680,13 26 52.28,-43 18 18.29
,8681,13 26 54.71,-43 21 45.80
,8682,13 26 58.15,-43 22 34.84
,8683,13 27 01.86,-43 19 18.36
,8684,13 27 08.89,-43 05 12.27
NGC6946,8685,20 32 23.81,+59 58 58.18
,8686,20 32 25.06,+59 59 51.64
,8687,20 32 26.10,+59 59 18.16
,8688,20 32 26.88,+59 58 42.46
,8689,20 32 27.97,+60 14 28.58
,8690,20 32 28.07,+59 59 00.41
,8691,20 32 28.82,+60 13 30.32
,8692,20 32 29.19,+59 58 23.33
,8693,20 32 30.46,+59 58 27.58
,8694,20 32 31.03,+59 59 52.73
,8695,20 32 34.34,+60 00 27.36
,8696,20 32 34.92,+59 58 24.39
,8697,20 32 35.66,+60 00 22.03
,8698,20 32 36.16,+59 59 35.80
,8699,20 32 36.35,+60 00 50.11
,8700,20 32 39.03,+60 01 00.10
,8701,20 32 39.71,+59 57 18.73
,8702,20 32 40.46,+59 57 06.47
,8703,20 32 40.58,+60 01 10.18
,8704,20 32 40.85,+60 11 37.84
,8705,20 32 40.94,+59 58 37.52
,8706,20 32 41.49,+59 58 12.95
,8707,20 32 41.73,+59 58 57.73
,8708,20 32 41.76,+59 55 43.39
,8709,20 32 41.88,+60 00 32.20
,8710,20 32 42.50,+60 00 00.75
,8711,20 32 42.90,+59 57 34.64
,8712,20 32 42.93,+60 01 07.68
,8713,20 32 43.12,+60 13 00.61
,8714,20 32 43.24,+59 57 16.95
,8715,20 32 43.95,+59 59 14.82
,8716,20 32 44.56,+59 59 37.98
,8717,20 32 44.94,+60 16 24.40
,8718,20 32 44.98,+59 56 15.54
,8719,20 32 45.56,+60 00 32.89
,8720,20 32 45.70,+59 57 56.44
,8721,20 32 45.90,+59 55 52.63
,8722,20 32 46.08,+60 01 43.76
,8723,20 32 46.13,+60 14 00.30
,8724,20 32 46.74,+59 58 03.87
,8725,20 32 47.28,+59 59 24.91
,8726,20 32 47.69,+59 57 26.53
,8727,20 32 48.27,+59 57 37.54
,8728,20 32 48.32,+60 00 21.47
,8729,20 32 48.50,+60 00 45.34
,8730,20 32 48.52,+59 55 26.03
,8731,20 32 48.65,+59 55 20.62
,8732,20 32 49.77,+60 14 30.99
,8733,20 32 49.95,+60 02 39.72
,8734,20 32 49.96,+60 11 01.16
,8735,20 32 50.21,+59 56 55.49
,8736,20 32 50.40,+60 12 43.02
,8737,20 32 50.95,+59 58 38.52
,8738,20 32 51.42,+60 00 03.66
,8739,20 32 51.50,+60 15 02.56
,8740,20 32 52.34,+59 55 16.70
,8741,20 32 52.42,+59 57 17.90
,8742,20 32 53.10,+60 14 00.15
,8743,20 32 53.15,+59 57 30.73
,8744,20 32 53.36,+60 16 48.67
,8745,20 32 53.41,+60 14 32.15
,8746,20 32 53.70,+60 01 15.93
,8747,20 32 53.71,+59 58 59.32
,8748,20 32 54.74,+60 13 44.24
,8749,20 32 54.75,+59 56 24.71
,8750,20 32 54.83,+59 57 25.89
,8751,20 32 54.90,+60 17 00.80
,8752,20 32 55.03,+59 57 21.64
,8753,20 32 55.10,+59 55 59.56
,8754,20 32 55.39,+59 58 23.97
,8755,20 32 55.59,+59 58 01.84
,8756,20 32 55.87,+60 00 21.09
,8757,20 32 55.91,+59 58 48.35
,8758,20 32 56.25,+60 03 07.73
,8759,20 32 56.37,+60 13 27.59
,8760,20 32 56.55,+59 54 04.00
,8761,20 32 56.55,+60 00 30.23
,8762,20 32 57.03,+60 00 42.79
,8763,20 32 57.37,+60 01 43.82
,8764,20 32 57.77,+59 56 58.97
,8765,20 32 57.89,+60 02 33.78
,8766,20 32 57.92,+60 12 46.33
,8767,20 32 58.17,+60 01 31.55
,8768,20 32 58.87,+59 57 50.68
,8769,20 32 59.09,+60 15 08.32
,8770,20 32 59.18,+59 54 53.32
,8771,20 32 59.30,+59 59 54.68
,8772,20 32 59.32,+59 57 28.80
,8773,20 32 59.95,+60 01 52.13
,8774,20 33 00.11,+59 55 42.81
,8775,20 33 00.54,+60 02 45.46
,8776,20 33 00.74,+59 57 06.48
,8777,20 33 00.80,+59 55 51.70
,8778,20 33 00.82,+59 59 38.35
,8779,20 33 00.87,+60 16 18.76
,8780,20 33 01.24,+59 57 36.51
,8781,20 33 01.53,+60 01 16.94
,8782,20 33 01.98,+60 02 51.92
,8783,20 33 02.03,+60 13 06.44
,8784,20 33 02.86,+59 54 26.18
,8785,20 33 03.17,+60 18 31.21
,8786,20 33 03.25,+60 09 40.34
,8787,20 33 03.98,+60 02 22.49
,8788,20 33 04.23,+59 54 31.40
,8789,20 33 04.81,+59 55 58.10
,8790,20 33 04.84,+59 56 14.01
,8791,20 33 05.01,+60 04 08.80
,8792,20 33 05.10,+60 14 36.36
,8793,20 33 05.25,+59 57 30.29
,8794,20 33 05.50,+60 00 40.70
,8795,20 33 05.56,+59 56 52.58
,8796,20 33 05.68,+59 56 33.73
,8797,20 33 05.74,+59 58 04.75
,8798,20 33 05.84,+60 16 13.07
,8799,20 33 05.92,+60 14 41.56
,8800,20 33 06.01,+60 01 36.57
,8801,20 33 06.02,+60 12 32.66
,8802,20 33 06.67,+60 03 47.71
,8803,20 33 06.99,+60 15 53.93
,8804,20 33 07.37,+59 59 53.55
,8805,20 33 07.38,+60 00 39.80
